"Dataset S27. Molecular rates, environmental predictors, and life-history traits of species based on mitochondrial genes used in this study.",,,,,,,,,,,,,,,,,,,,,,,,
GenBank,ThermoMode,Group,Class,Order,Family,Species,Clade,dN (substitution/site/year),dS (substitution/site/year),dNdS,Clade.Age (Ma),Tip.Age (Ma),Mid Latitude (°),Mean Annual Temperature (℃),Habitat,BodyMass (g),Longevity (year),MaturityAge (year),Fecundity (Individual/year),Migration,Ref.BodyMass,Ref.Fecundity,Ref.MaturityAge,Ref.Longevity
KJ192332.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Parastromateus_niger,Fishes_Node4724,1.46E-10,1.44E-08,0.01,15.95,7.70,11.85,27.83,Marine,8434.0,7.2,2.5,1692.0,NA,FishBase,FishBase,,
KT819204.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Uraspis_secunda,Fishes_Node4724,1.33E-10,1.89E-08,0.01,15.95,7.70,12.49,26.45,Marine,1942.1,6.7,2.9,59300.6,NA,FishBase,,,
KP710215.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Alectis_indica,Fishes_Node4724,4.11E-10,2.25E-08,0.02,15.95,6.73,11.46,28.01,Marine,29690.8,8.1,1.9,190259.3,NA,FishBase,,,
KM522837.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Alectis_ciliaris,Fishes_Node4724,1.83E-10,1.90E-08,0.01,15.95,6.73,14.71,26.80,Marine,43009.1,8.0,2.0,173352.1,NA,FishBase,,,
KJ174514.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Carangoides_malabaricus,Fishes_Node4724,2.02E-10,2.58E-08,0.01,15.95,5.62,11.65,27.94,Marine,4035.2,6.9,2.7,185432.0,NA,FishBase,The reproductive study of the Malabar trevally)Carangoides malabaricus) In the Persian Gulf and Oman Sea ( Hormozgan waters),,
AP004444.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Carangoides_armatus,Fishes_Node4724,2.17E-10,2.61E-08,0.01,15.95,5.05,11.68,28.20,Marine,3218.9,6.9,2.8,68548.4,NA,FishBase,,,
MT677872.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Carangoides_plagiotaenia,Fishes_Node4724,2.26E-10,2.82E-08,0.01,15.95,5.05,11.20,28.14,Marine,2028.3,6.7,2.9,59300.6,NA,FishBase,,,
KM522839.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Selaroides_leptolepis,Fishes_Node4724,2.70E-10,2.77E-08,0.01,15.95,9.75,10.94,28.05,Marine,142.6,5.9,3.9,16623.0,NA,FishBase,Reproductive biology of oci fish selaroides leptolepis in Tomini Bay,,
MT922005.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Gnathanodon_speciosus,Fishes_Node4724,2.74E-10,2.08E-08,0.01,15.95,8.89,12.43,27.80,Marine,22828.2,7.7,2.1,139413.4,NA,FishBase,,,
KM522838.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Atule_mate,Fishes_Node4724,2.64E-10,3.53E-08,0.01,15.95,3.99,11.47,28.02,Marine,546.3,6.2,3.5,63000.0,NA,FishBase,FishBase,,
KF728081.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Alepes_kleinii,Fishes_Node4724,3.18E-10,3.61E-08,0.01,15.95,2.61,10.24,28.12,Marine,47.1,5.7,4.2,22106.0,NA,FishBase,,,
KP408222.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Alepes_djedaba,Fishes_Node4724,3.33E-10,3.29E-08,0.01,15.95,2.61,11.53,27.97,Marine,947.5,6.5,3.1,75075.0,NA,FishBase,"Length-Weight Relationship, Fecundity, Sex-ratio and Gonadal Maturation in shrimp scad, Alepes djedaba (Forsskal, 1775) landing at the Karachi Fish
Harbour, Karachi, Pakistan",,
MW435597.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Caranx_crysos,Fishes_Node4724,1.27E-10,2.01E-08,0.01,15.95,6.45,20.03,25.19,Marine,5544.0,11.0,2.6,41000.0,NA,FishBase,FishBase,,FishBase
KM522836.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Megalaspis_cordyla,Fishes_Node4724,3.17E-10,2.39E-08,0.01,15.95,4.74,11.37,27.87,Marine,3714.0,7.3,2.5,549900.0,NA,FishBase,"Reproductive biology of Horse mackerel Megalaspis cordyla (Linnaeus, 1758) along Ratnagiri coast of Maharashtra, India",,
KF649842.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Caranx_ignobilis,Fishes_Node4724,2.32E-10,2.27E-08,0.01,15.95,3.47,12.34,27.82,Marine,90675.7,8.2,3.5,195886.8,NA,FishBase,,FishBase,
KT805946.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Caranx_tille,Fishes_Node4724,2.01E-10,2.31E-08,0.01,15.95,2.31,10.57,28.14,Marine,9203.6,7.3,2.5,93835.2,NA,FishBase,,,
KF649843.1,Ectotherms,Fishes,Actinopterygii,Carangiformes,Carangidae,Caranx_melampygus,Fishes_Node4724,2.50E-10,3.09E-08,0.01,15.95,2.31,12.19,27.87,Marine,27107.4,7.7,2.0,49700.0,NA,FishBase,FishBase,FishBase,
KY213964.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Carangaria,Centropomidae,Psammoperca_waigiensis,Fishes_Node4751,1.57E-10,8.79E-09,0.02,63.02,63.02,11.20,27.88,Marine,1192.2,12.0,2.2,102250.0,NA,FishBase,"Update: Marine finfish research and development at the Research Institute for Mariculture, Gondol, Bali, Indonesia",,
DQ010541.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Carangaria,Centropomidae,Lates_calcarifer,Fishes_Node4751,2.44E-10,6.33E-09,0.04,63.02,27.49,10.39,26.90,Marine&Freshwater,88483.4,25.0,2.0,15300000.0,NA,FishBase,FishBase,FishBase,Aquariumwiki.com
KY213963.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Carangaria,Centropomidae,Lates_niloticus,Fishes_Node4751,3.03E-10,7.28E-09,0.04,63.02,21.35,7.82,24.97,Freshwater,99534.9,7.8,2.0,8514000.0,NA,FishBase,Life history strategies affect climate based spatial synchrony in population dynamics of West African freshwater fishes,FishBase,FishBase
KY213961.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Carangaria,Centropomidae,Lates_japonicus,Fishes_Node4751,1.81E-10,6.63E-09,0.03,63.02,21.35,32.67,20.09,Marine&Freshwater,35415.6,10.0,3.8,1397209.8,NA,FishBase,,,Aquariumwiki.com
MN952976.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Carangaria,Lactariidae,Lactarius_lactarius,Fishes_Node4754,1.64E-10,4.37E-09,0.04,68.45,68.45,10.20,28.29,Marine,869.9,11.1,2.0,53275.0,NA,FishBase,"Maturation and spawning of the whitefish, Lactarius lactarius (Bloch and Schneider, 1801) (Family Lactariidae) along the Karnataka coast, India",,
KT445895.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Carangaria,Sphyraenidae,Sphyraena_jello,Fishes_Node4754,1.49E-10,5.43E-09,0.03,68.45,55.43,11.54,28.00,Marine,20207.5,20.8,4.0,1965079.8,NA,FishBase,,,
MN967008.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Carangaria,Sphyraenidae,Sphyraena_pinguis,Fishes_Node4754,3.76E-10,1.20E-08,0.03,68.45,50.58,11.89,27.42,Marine,688.8,12.3,2.3,322839.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
NC_022489.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Carangaria,Sphyraenidae,Sphyraena_japonica,Fishes_Node4754,4.70E-10,1.17E-08,0.04,68.45,50.58,31.17,21.56,Marine,222.2,10.4,1.9,61244.1,NA,FishBase,,,
EU419747.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus_maximus,Fishes_Node4760,3.03E-10,7.37E-09,0.04,33.37,33.37,53.59,11.48,Marine,18917.1,25.0,3.0,5000000.0,NA,FishBase,FishBase,FishBase,FishBase
MT410862.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Scophthalmidae,Zeugopterus_punctatus,Fishes_Node4760,3.12E-10,8.28E-09,0.04,33.37,33.37,55.23,11.15,Marine,347.5,7.4,2.0,69638.3,NA,FishBase,,,
JQ639065.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Peltorhamphus_novaezeelandiae,Fishes_Node4762,2.77E-10,8.09E-09,0.03,44.59,44.59,41.39,14.52,Marine,600.0,9.4,2.3,126426.6,NA,FishBase,,,
KC554065.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pelotretis_flavilatus,Fishes_Node4762,6.03E-10,8.64E-09,0.07,44.59,39.17,41.70,12.01,Marine,874.8,10.0,2.4,146264.5,NA,FishBase,,,
JQ639063.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Colistium_nudipinnis,Fishes_Node4762,1.68E-10,5.87E-09,0.03,44.59,39.17,41.29,14.74,Marine,1500.0,16.0,3.5,674234.8,NA,FishBase,,,FishBase
JQ639069.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Pseudorhombus_cinnamoneus,Fishes_Node4765,5.38E-10,1.35E-08,0.04,42.70,27.93,17.61,25.74,Marine,480.2,5.0,2.3,126426.6,NA,FishBase,,,FishBase
KJ433562.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Pseudorhombus_dupliciocellatus,Fishes_Node4765,4.05E-10,1.17E-08,0.03,42.70,27.93,10.79,27.94,Marine,844.8,10.4,2.4,160184.5,NA,FishBase,,,
KT896534.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys_lethostigma,Fishes_Node4765,2.87E-10,7.04E-09,0.04,42.70,15.38,30.25,23.95,Marine,8825.7,8.0,3.0,40000.0,NA,FishBase,FishBase,FishBase,FishBase
KU053334.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys_dentatus,Fishes_Node4765,2.76E-10,6.15E-09,0.04,42.70,15.38,38.86,16.23,Marine,15402.6,9.0,3.5,4188000.0,NA,FishBase,"Reproduction of the summer flounder, Paralichthys dentatus (L.)",,FishBase
MT859134.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys_californicus,Fishes_Node4765,1.12E-10,7.06E-09,0.02,42.70,13.56,31.98,17.06,Marine,40838.2,30.0,1.5,2827500.0,NA,FishBase,FishBase,FishBase,FishBase
MW288827.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys_adspersus,Fishes_Node4765,2.09E-10,7.93E-09,0.03,42.70,12.43,13.54,17.72,Marine,4951.9,15.6,3.1,2125000.0,NA,FishBase,"Crecimiento, fecundidad y diferenciación sexual del lenguado Paralichthys adspersus (Steindachner) de la costa central del Perú",,
NC_002386.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys_olivaceus,Fishes_Node4765,2.02E-10,1.12E-08,0.02,42.70,12.43,27.05,22.12,Marine,14634.2,20.7,3.0,10000000.0,NA,FishBase,FishBase,FishBase,
JQ639071.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys_cornutus,Fishes_Node4771,1.50E-10,1.80E-08,0.01,43.71,3.04,30.88,20.85,Marine,479.3,8.4,2.1,33492.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
KY038655.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys_japonicus,Fishes_Node4771,3.65E-10,2.49E-08,0.01,43.71,3.04,31.66,21.51,Marine,236.9,7.2,1.9,64777.9,NA,FishBase,,,
MK210571.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Verasper_variegatus,Fishes_Node4771,3.59E-10,5.58E-09,0.06,43.71,6.10,37.54,14.80,Marine,4000.0,14.0,2.9,194670.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
EF025506.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Verasper_moseri,Fishes_Node4771,2.13E-10,4.53E-09,0.05,43.71,6.10,41.02,5.20,Marine,4000.0,15.6,3.1,326000.0,NA,FishBase,Histological Studies on Early Oogenesis in Barfin Flounder (Verasper moseri),,
MK210570.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Clidoderma_asperrimum,Fishes_Node4771,1.93E-10,8.54E-09,0.02,43.71,10.88,49.15,4.00,Marine,4023.5,15.0,2.9,348301.1,NA,FishBase,,,FishBase
NC_009711.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Reinhardtius_hippoglossoides,Fishes_Node4771,1.64E-10,1.06E-08,0.02,43.71,6.06,58.37,4.00,Marine,14039.9,30.0,9.0,140000.0,NA,FishBase,European Red List of Marine Fishes,FishBase,FishBase
NC_009709.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus_hippoglossus,Fishes_Node4771,3.42E-10,1.47E-08,0.02,43.71,1.15,62.12,4.00,Marine,966150.2,50.0,5.9,1300000.0,NA,FishBase,FishBase,FishBase,FishBase
NC_009710.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus_stenolepis,Fishes_Node4771,1.72E-10,1.37E-08,0.01,43.71,1.15,55.31,4.00,Marine,218563.5,55.0,8.8,4359570.2,NA,FishBase,,FishBase,FishBase
KT224485.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes_yokohamae,Fishes_Node4771,8.73E-11,1.13E-08,0.01,43.71,6.82,35.69,8.68,Marine,1147.2,11.3,2.6,859821.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
AP002951.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Kareius_bicoloratus,Fishes_Node4771,4.63E-10,1.27E-08,0.04,43.71,4.62,40.13,11.42,Marine&Freshwater,1235.8,12.2,2.7,237891.5,NA,FishBase,,,
EF424428.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys_stellatus,Fishes_Node4771,5.81E-11,7.68E-09,0.01,43.71,4.62,54.68,3.57,Marine&Freshwater,11837.9,24.0,5.8,687569.3,NA,FishBase,,FishBase,FishBase
MN122886.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda_limanda,Fishes_Node4771,1.38E-10,2.04E-08,0.01,43.71,3.05,57.43,10.59,Marine,699.5,12.0,2.3,64688.0,NA,FishBase,FishBase,FishBase,FishBase
KT223828.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Cleisthenes_herzensteini,Fishes_Node4771,5.58E-10,2.58E-08,0.02,43.71,2.67,39.03,4.00,Marine,1233.0,15.0,5.0,430449.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,FishBase,FishBase
MN122825.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides_platessoides,Fishes_Node4771,9.08E-11,2.02E-08,0.00,43.71,2.67,62.01,4.00,Marine,4542.0,30.0,3.0,7792865.0,NA,FishBase,Relationships between genetic variability and life_history features of bony fishes,FishBase,FishBase
KJ433561.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Bothidae,Chascanopsetta_lugubris,Fishes_Node4787,6.66E-10,1.99E-08,0.03,37.65,37.65,13.31,4.00,Marine,701.9,10.4,2.4,160184.5,NA,FishBase,,,
MK770643.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Bothidae,Grammatobothus_polyophthalmus,Fishes_Node4787,4.08E-10,1.94E-08,0.02,37.65,37.65,10.97,28.07,Marine,97.4,6.5,1.8,51126.3,NA,FishBase,,,
MK256952.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Bothidae,Asterorhombus_intermedius,Fishes_Node4788,6.56E-10,1.54E-08,0.04,37.67,37.67,9.16,28.31,Marine,157.7,6.3,1.8,46891.0,NA,FishBase,,,
KJ433567.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Bothidae,Lophonectes_gallus,Fishes_Node4788,2.12E-10,9.10E-09,0.02,37.67,35.47,34.83,17.65,Marine,84.8,6.3,1.8,46891.0,NA,FishBase,,,
KP134336.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Bothidae,Psettina_iijimae,Fishes_Node4788,2.25E-10,8.71E-09,0.03,37.67,30.49,14.47,26.54,Marine,6.2,3.4,1.2,10291.2,NA,FishBase,,,
KP134337.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus_tenuis,Fishes_Node4788,5.32E-10,1.43E-08,0.04,37.67,29.63,12.38,27.48,Marine,23.0,4.3,1.4,18962.5,NA,FishBase,,,
KJ433566.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Bothidae,Crossorhombus_valderostratus,Fishes_Node4788,5.78E-10,1.89E-08,0.03,37.67,12.60,12.67,27.29,Marine,28.6,4.8,1.5,24920.1,NA,FishBase,,,
NC_022446.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Bothidae,Crossorhombus_azureus,Fishes_Node4788,3.03E-10,2.16E-08,0.01,37.67,12.60,10.61,28.02,Marine,61.5,5.8,1.7,38903.8,NA,FishBase,,,
JQ639067.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Achiridae,Achirus_lineatus,Fishes_Node4794,2.89E-10,1.20E-08,0.02,21.45,21.45,16.68,26.98,Marine,913.8,8.0,2.2,114518.7,NA,FishBase,,,Aquariumwiki.com
JQ639070.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Achiridae,Trinectes_maculatus,Fishes_Node4794,3.18E-10,1.02E-08,0.03,21.45,21.45,36.91,16.62,Marine&Freshwater,163.1,7.0,1.7,46891.0,NA,FishBase,,FishBase,FishBase
JQ700101.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Samaridae,Samaris_cristatus,Fishes_Node4796,4.82E-10,2.48E-08,0.02,13.59,13.59,11.18,27.31,Marine,59.9,6.8,1.9,56869.3,NA,FishBase,,,
KF494223.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Samaridae,Samariscus_latus,Fishes_Node4796,3.62E-10,2.04E-08,0.02,13.59,13.59,16.81,27.10,Marine,56.3,5.3,1.6,31574.1,NA,FishBase,,,
KF142459.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Solea_ovata,Fishes_Node4800,3.78E-10,1.53E-08,0.02,17.01,17.01,10.12,28.15,Marine,13.6,3.8,1.3,13726.5,NA,FishBase,,,
AB270760.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Solea_senegalensis,Fishes_Node4800,3.22E-10,1.29E-08,0.02,17.01,17.01,32.94,17.71,Marine,2270.4,14.0,2.9,500000.0,NA,FishBase,"Reproductive traits (Fecundity, egg diameter, parental care) of marine European fish",,
KJ433558.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Brachirus_orientalis,Fishes_Node4801,2.68E-10,7.25E-09,0.04,53.11,53.11,10.94,27.21,Marine&Freshwater,885.4,17.0,2.4,174000.0,NA,FishBase,"Reproductive biology of oriental sole, Brachirus orientalis, in Northern Persian Gulf",,"Reproductive biology of oriental sole, Brachirus orientalis, in Northern Persian Gulf"
KJ433482.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Pseudaesopia_japonica,Fishes_Node4801,3.65E-10,6.37E-09,0.06,53.11,49.31,21.40,24.96,Marine,41.0,5.1,1.6,28161.4,NA,FishBase,,,
KF000065.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Aesopia_cornuta,Fishes_Node4801,2.00E-10,7.36E-09,0.03,53.11,45.42,12.92,27.45,Marine,197.5,7.4,2.0,69638.3,NA,FishBase,,,
KJ433564.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Zebrias_crossolepis,Fishes_Node4801,4.13E-10,6.21E-09,0.07,53.11,41.20,21.14,25.50,Marine,35.4,4.9,1.5,25874.3,NA,FishBase,,,
JQ700100.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Zebrias_zebra,Fishes_Node4801,3.41E-10,6.17E-09,0.06,53.11,38.33,13.35,27.08,Marine,67.4,6.1,1.7,50869.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
JQ348999.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Zebrias_quagga,Fishes_Node4801,3.95E-10,7.75E-09,0.05,53.11,38.33,11.02,28.05,Marine,45.2,5.1,1.6,28161.4,NA,FishBase,,,
KJ433565.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Pardachirus_pavoninus,Fishes_Node4807,3.25E-10,9.58E-09,0.03,35.80,35.80,11.13,28.06,Marine,247.1,7.4,2.0,69638.3,NA,FishBase,,,
KJ601760.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Aseraggodes_kobensis,Fishes_Node4807,4.02E-10,9.78E-09,0.04,35.80,21.83,14.22,26.55,Marine,12.8,3.8,1.3,13726.5,NA,FishBase,,,
KF573188.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Soleidae,Liachirus_melanospilos,Fishes_Node4807,3.47E-10,1.20E-08,0.03,35.80,21.83,11.20,27.89,Marine,41.0,5.1,1.6,28161.4,NA,FishBase,,,
KJ433559.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_zanzibarensis,Fishes_Node4810,4.19E-10,1.19E-08,0.04,39.77,32.38,21.51,16.34,Marine,496.1,8.0,1.3,107860.4,NA,FishBase,,"Biology of the redspotted tonguesole Cynoglossus zanzibarensis (Pleuronectiformes: Cynoglossidae) on the Agulhas Bank, South Africa","Biology of the redspotted tonguesole Cynoglossus zanzibarensis (Pleuronectiformes: Cynoglossidae) on the Agulhas Bank, South Africa"
KU497492.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_joyneri,Fishes_Node4810,2.34E-10,6.01E-09,0.04,39.77,32.38,20.75,24.25,Marine,71.3,7.2,1.9,20817.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
MH709122.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_senegalensis,Fishes_Node4810,2.04E-10,6.52E-09,0.03,39.77,35.13,6.77,26.27,Marine&Freshwater,1715.6,15.0,3.0,394355.0,NA,FishBase,,,
JQ348998.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_sinicus,Fishes_Node4810,4.11E-10,8.54E-09,0.05,39.77,24.36,28.94,19.32,Marine,879.2,10.8,2.5,176869.8,NA,FishBase,,,
JQ349000.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_bilineatus,Fishes_Node4810,3.04E-10,8.85E-09,0.03,39.77,24.36,11.97,21.93,Marine,408.6,11.1,2.5,2323.0,NA,FishBase,FishBase,,
GQ380410.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_abbreviatus,Fishes_Node4816,3.44E-10,7.44E-09,0.05,13.19,13.19,13.33,26.53,Marine,164.1,8.7,2.2,216652.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
KT809367.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_gracilis,Fishes_Node4816,3.08E-10,6.07E-09,0.05,13.19,10.90,22.31,24.26,Marine,332.4,8.0,2.1,85129.5,NA,FishBase,,,
MK574671.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_roulei,Fishes_Node4816,3.79E-10,1.05E-08,0.04,13.19,4.28,27.36,20.69,Marine,898.3,10.9,2.5,179099.2,NA,FishBase,,,
EU366230.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_semilaevis,Fishes_Node4816,2.99E-10,5.92E-09,0.05,13.19,4.28,32.28,16.08,Marine&Freshwater,1456.7,14.1,2.9,750690.0,NA,FishBase,Reproduction ecology of fishes in Jiaozhou Bay waters,,
KP057581.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_trigrammus,Fishes_Node4819,6.46E-10,1.36E-08,0.05,35.53,35.53,21.50,22.70,Freshwater,156.6,8.6,2.2,99638.6,NA,FishBase,,,
JQ349003.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus_puncticeps,Fishes_Node4819,2.60E-10,9.47E-09,0.03,35.53,29.77,11.37,26.95,Marine&Freshwater,318.9,9.4,2.3,126426.6,NA,FishBase,,,
JQ349002.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Paraplagusia_blochii,Fishes_Node4819,3.92E-10,1.06E-08,0.04,35.53,18.76,11.15,27.90,Marine,67.6,6.7,1.9,55520.4,NA,FishBase,,,
JQ639066.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Paraplagusia_japonica,Fishes_Node4819,2.43E-10,8.33E-09,0.03,35.53,16.44,29.04,22.06,Marine,252.1,9.4,2.3,126426.6,NA,FishBase,,,
JQ349001.1,Ectotherms,Fishes,Actinopterygii,Pleuronectiformes,Cynoglossidae,Paraplagusia_bilineata,Fishes_Node4819,7.39E-10,1.20E-08,0.06,35.53,16.44,11.26,27.98,Marine,326.6,8.8,2.2,105482.4,NA,FishBase,,,
KX621134.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Ovalentaria,Ambassidae,Ambassis_gymnocephalus,Fishes_Node4825,2.42E-10,6.49E-09,0.04,61.66,61.66,11.77,26.78,Marine&Freshwater,64.4,8.2,1.3,1011.7,NA,FishBase,,,
MW322824.1,Ectotherms,Fishes,Actinopterygii,Incertae-sedis-in-Ovalentaria,Ambassidae,Parambassis_ranga,Fishes_Node4825,1.53E-10,6.84E-09,0.02,61.66,61.66,23.45,25.72,Freshwater,7.7,6.0,0.9,3806.5,NA,FishBase,,,Aquariumwiki.com
JF911705.1,Ectotherms,Fishes,Actinopterygii,Mugiliformes,Mugilidae,Chaenomugil_proboscideus,Fishes_Node4828,6.33E-11,4.11E-09,0.02,60.13,60.13,16.14,27.34,Marine,108.0,8.3,1.5,32542.4,NA,FishBase,,,
JF911702.1,Ectotherms,Fishes,Actinopterygii,Mugiliformes,Mugilidae,Agonostomus_monticola,Fishes_Node4828,2.02E-10,4.60E-09,0.04,60.13,53.36,18.48,24.75,Marine&Freshwater,681.4,10.5,1.9,128827.0,NA,FishBase,FishBase,,
JF911710.1,Ectotherms,Fishes,Actinopterygii,Mugiliformes,Mugilidae,Mugil_curema,Fishes_Node4828,2.23E-10,5.45E-09,0.04,60.13,33.21,17.44,24.87,Marine&Freshwater,8759.3,16.4,2.0,120951.0,NA,FishBase,FishBase,FishBase,
